cardholder_id,Token,SubBIN,card_network,card_type,home_country,account_open_date,avg_txn_amount,std_txn_amount,usual_online_ratio,risk_segment,prior_chargebacks
CH0003451,102834852,469736,VISA,CREDIT,CAN,2021-12-07,23.41,53.63,0.456,LOW,0
CH0003452,531818651,519127,MASTERCARD,CREDIT,AUS,2023-10-10,81.98,28.84,0.589,LOW,0
CH0003453,236173648,408594,VISA,DEBIT,IND,2024-06-13,36.36,55.66,0.331,MEDIUM,0
CH0003454,980241170,443887,VISA,DEBIT,USA,2024-03-24,191.66,20.15,0.58,LOW,0
CH0003455,361979514,535660,MASTERCARD,PREPAID,GBR,2023-08-25,70.84,15.24,0.647,LOW,0
CH0003456,527389152,443887,VISA,PREPAID,USA,2019-09-30,113.33,29.8,0.363,LOW,0
CH0003457,116759139,519127,MASTERCARD,DEBIT,GBR,2018-08-17,82.26,10.68,0.214,LOW,0
CH0003458,217829180,549302,MASTERCARD,PREPAID,IND,2019-05-20,282.89,13.93,0.505,LOW,0
CH0003459,286737805,485858,VISA,DEBIT,GBR,2020-10-12,19.14,37.57,0.383,LOW,1
CH0003460,146549342,485858,VISA,CREDIT,USA,2019-03-02,60.88,31.31,0.062,LOW,0
CH0003461,753394320,519127,MASTERCARD,DEBIT,USA,2023-03-13,30.94,11.83,0.405,LOW,0
CH0003462,986819856,545873,MASTERCARD,DEBIT,IND,2018-12-28,12.94,21.21,0.308,LOW,0
CH0003463,339228471,528539,MASTERCARD,PREPAID,GBR,2018-09-23,29.37,12.15,0.708,LOW,0
CH0003464,809871674,465456,VISA,DEBIT,USA,2024-02-16,170.31,20.22,0.423,LOW,1
CH0003465,553657515,519127,MASTERCARD,CREDIT,USA,2022-06-12,65.1,18.94,0.259,LOW,0
CH0003466,141271641,546786,MASTERCARD,DEBIT,DEU,2023-03-28,55.93,49.17,0.399,LOW,0
CH0003467,181631589,535660,MASTERCARD,DEBIT,IND,2024-03-07,123.82,24.68,0.051,LOW,0
CH0003468,481289607,420146,VISA,PREPAID,GBR,2023-12-19,73.14,23.43,0.223,LOW,0
CH0003469,107543457,477394,VISA,CREDIT,AUS,2018-08-09,108.93,21.42,0.525,LOW,0
CH0003470,937094966,519127,MASTERCARD,PREPAID,GBR,2023-11-27,86.34,9.66,0.305,LOW,0
CH0003471,757303218,556337,MASTERCARD,CREDIT,GBR,2020-08-18,102.94,25.55,0.163,LOW,0
CH0003472,552171693,420146,VISA,DEBIT,GBR,2019-03-26,46.54,36.22,0.876,MEDIUM,0
CH0003473,988294582,519127,MASTERCARD,DEBIT,USA,2020-01-17,154.11,31.15,0.258,LOW,0
CH0003474,974021635,443301,VISA,DEBIT,IND,2022-01-25,25.29,41.08,0.236,LOW,0
CH0003475,976556562,443887,VISA,CREDIT,USA,2024-12-25,62.25,42.3,0.134,LOW,1
CH0003476,753433080,477394,VISA,DEBIT,CAN,2022-04-23,160.38,101.38,0.224,LOW,0
CH0003477,873577711,409417,VISA,DEBIT,USA,2023-03-22,58.95,13.77,0.571,HIGH,0
CH0003478,246993953,477394,VISA,CREDIT,GBR,2019-04-16,47.24,31.21,0.124,MEDIUM,0
CH0003479,503427118,409417,VISA,DEBIT,USA,2018-09-28,416.03,33.38,0.594,LOW,0
CH0003480,216009234,443887,VISA,CREDIT,IND,2023-07-26,207.45,22.38,0.44,LOW,1
CH0003481,351538635,516405,MASTERCARD,DEBIT,USA,2024-01-31,74.69,18.55,0.298,LOW,0
CH0003482,472165082,535017,MASTERCARD,DEBIT,USA,2019-08-04,30.68,36.57,0.223,HIGH,0
CH0003483,876399226,535660,MASTERCARD,DEBIT,USA,2019-03-25,13.09,34.52,0.179,MEDIUM,0
CH0003484,450900521,443301,VISA,DEBIT,USA,2018-06-27,117.56,14.41,0.851,LOW,0
CH0003485,396275504,551986,MASTERCARD,CREDIT,GBR,2019-12-04,183.59,9.22,0.118,LOW,0
CH0003486,577650961,485858,VISA,DEBIT,AUS,2022-01-01,91.53,20.19,0.247,LOW,0
CH0003487,920683674,551986,MASTERCARD,CREDIT,GBR,2022-07-30,16.97,18.1,0.465,LOW,0
CH0003488,978874358,548056,MASTERCARD,CREDIT,GBR,2024-09-23,75.81,38.93,0.398,LOW,0
CH0003489,304087738,420146,VISA,DEBIT,CAN,2019-02-20,45.17,15.57,0.497,LOW,0
CH0003490,736097161,465456,VISA,PREPAID,AUS,2018-06-03,75.89,24.37,0.336,LOW,0
CH0003491,371260572,532518,MASTERCARD,PREPAID,IND,2018-11-23,315.68,9.74,0.213,LOW,0
CH0003492,279786084,519127,MASTERCARD,DEBIT,USA,2021-04-03,125.4,10.69,0.31,MEDIUM,1
CH0003493,127962639,549302,MASTERCARD,PREPAID,ESP,2019-04-10,105.73,17.09,0.232,LOW,0
CH0003494,462890655,556337,MASTERCARD,DEBIT,GBR,2025-02-12,64.31,23.33,0.414,MEDIUM,0
CH0003495,452653938,519127,MASTERCARD,CREDIT,USA,2022-05-19,92.91,16.58,0.183,LOW,0
CH0003496,280165087,443301,VISA,DEBIT,USA,2024-05-29,37.4,29.54,0.559,LOW,0
CH0003497,742929428,516405,MASTERCARD,CREDIT,USA,2021-03-01,103.95,9.77,0.219,MEDIUM,0
CH0003498,516113980,420146,VISA,CREDIT,USA,2025-02-13,57.13,23.83,0.36,LOW,1
CH0003499,263189312,497561,VISA,PREPAID,FRA,2023-01-24,34.54,24.0,0.132,LOW,0
CH0003500,556260484,443887,VISA,PREPAID,GBR,2022-04-19,128.0,11.37,0.745,LOW,0
CH0003501,707331476,556337,MASTERCARD,DEBIT,GBR,2024-04-04,11.19,31.09,0.068,LOW,0
CH0003502,555855382,516405,MASTERCARD,CREDIT,USA,2024-07-21,43.13,7.38,0.293,MEDIUM,0
CH0003503,419696050,408594,VISA,DEBIT,USA,2019-01-13,108.92,17.97,0.291,LOW,0
CH0003504,460461646,420146,VISA,DEBIT,IND,2023-04-18,177.62,43.49,0.641,LOW,0
CH0003505,413974586,452647,VISA,DEBIT,FRA,2018-07-02,97.26,7.13,0.355,LOW,0
CH0003506,373118449,516405,MASTERCARD,PREPAID,IND,2022-08-18,38.95,40.55,0.189,LOW,0
CH0003507,745076574,519127,MASTERCARD,CREDIT,ESP,2024-09-27,64.02,13.47,0.319,MEDIUM,0
CH0003508,514217894,469736,VISA,DEBIT,GBR,2024-06-08,84.19,19.02,0.25,MEDIUM,0
CH0003509,519858336,497561,VISA,PREPAID,GBR,2020-06-26,232.39,63.05,0.534,LOW,0
CH0003510,687777217,545873,MASTERCARD,CREDIT,GBR,2025-01-19,139.28,18.61,0.232,MEDIUM,0
CH0003511,425169008,409417,VISA,DEBIT,CAN,2018-09-20,140.1,71.4,0.316,LOW,0
CH0003512,190930603,546786,MASTERCARD,DEBIT,GBR,2023-05-30,70.27,22.57,0.066,LOW,0
CH0003513,867360446,465456,VISA,CREDIT,GBR,2021-01-10,28.31,25.77,0.496,MEDIUM,0
CH0003514,150134470,443301,VISA,CREDIT,USA,2022-02-19,21.65,44.94,0.058,LOW,0
CH0003515,614755562,409417,VISA,DEBIT,GBR,2024-10-26,52.4,37.58,0.073,LOW,0
CH0003516,339239422,528539,MASTERCARD,CREDIT,IND,2020-05-20,116.69,29.74,0.144,MEDIUM,0
CH0003517,292447738,420146,VISA,DEBIT,DEU,2025-01-14,44.63,20.53,0.081,LOW,0
CH0003518,910082149,485858,VISA,CREDIT,GBR,2019-10-01,105.4,10.69,0.325,LOW,0
CH0003519,486284633,516405,MASTERCARD,DEBIT,USA,2021-09-23,35.31,11.01,0.236,LOW,0
CH0003520,408385265,519127,MASTERCARD,DEBIT,GBR,2023-02-03,39.95,59.61,0.176,LOW,1
CH0003521,767105662,497561,VISA,DEBIT,GBR,2018-10-13,205.7,75.16,0.322,LOW,0
CH0003522,135081439,408925,VISA,CREDIT,GBR,2023-10-07,123.16,29.3,0.373,HIGH,0
CH0003523,608095646,535660,MASTERCARD,DEBIT,USA,2023-04-03,52.19,9.35,0.273,MEDIUM,0
CH0003524,545140200,409417,VISA,DEBIT,USA,2020-10-08,34.31,17.06,0.293,LOW,0
CH0003525,598093953,535660,MASTERCARD,DEBIT,IND,2022-10-08,142.47,16.56,0.354,LOW,0
CH0003526,211544248,408594,VISA,PREPAID,CAN,2021-11-05,134.45,19.42,0.188,MEDIUM,0
CH0003527,957285229,408925,VISA,DEBIT,GBR,2019-10-03,111.2,15.95,0.06,MEDIUM,0
CH0003528,314619798,420146,VISA,DEBIT,CAN,2018-12-17,57.84,37.05,0.199,LOW,0
CH0003529,710605418,535660,MASTERCARD,DEBIT,IND,2019-09-19,27.78,31.45,0.277,MEDIUM,0
CH0003530,772399784,409417,VISA,CREDIT,GBR,2024-08-05,65.9,69.97,0.199,LOW,1
CH0003531,409585407,485858,VISA,DEBIT,GBR,2018-10-04,205.63,21.47,0.294,LOW,0
CH0003532,217676631,497561,VISA,DEBIT,GBR,2022-04-17,32.23,30.57,0.137,LOW,0
CH0003533,367003089,551986,MASTERCARD,CREDIT,GBR,2019-06-20,69.27,42.3,0.179,MEDIUM,0
CH0003534,915845648,465456,VISA,CREDIT,GBR,2023-03-16,246.81,50.05,0.258,LOW,0
CH0003535,943216558,535660,MASTERCARD,CREDIT,GBR,2021-02-14,52.28,12.92,0.661,LOW,0
CH0003536,303680074,535660,MASTERCARD,DEBIT,DEU,2018-08-13,60.22,34.57,0.049,LOW,0
CH0003537,645878889,420146,VISA,PREPAID,DEU,2018-10-16,22.64,29.61,0.233,LOW,0
CH0003538,235932268,556337,MASTERCARD,PREPAID,USA,2020-09-18,109.79,32.51,0.196,LOW,0
CH0003539,474280890,528539,MASTERCARD,CREDIT,IND,2020-12-25,36.87,28.1,0.296,LOW,0
CH0003540,716613968,469736,VISA,CREDIT,ESP,2024-12-09,19.23,75.77,0.214,LOW,0
CH0003541,993527160,408925,VISA,PREPAID,USA,2021-01-27,31.1,15.89,0.541,MEDIUM,0
CH0003542,539779005,469736,VISA,PREPAID,USA,2022-04-19,78.79,15.33,0.519,LOW,0
CH0003543,407384435,443301,VISA,DEBIT,IND,2025-01-13,18.84,16.57,0.626,MEDIUM,0
CH0003544,574079914,548056,MASTERCARD,PREPAID,DEU,2018-10-01,22.01,22.78,0.377,MEDIUM,0
CH0003545,246570895,519127,MASTERCARD,CREDIT,CAN,2022-01-23,104.32,32.33,0.196,LOW,0
CH0003546,200584280,535017,MASTERCARD,CREDIT,GBR,2019-12-09,62.93,20.62,0.264,LOW,0
CH0003547,567250510,469736,VISA,DEBIT,IND,2024-11-06,32.1,49.59,0.336,LOW,0
CH0003548,842865642,452647,VISA,DEBIT,GBR,2023-06-26,51.57,27.06,0.566,MEDIUM,0
CH0003549,803731340,408925,VISA,CREDIT,GBR,2019-01-24,267.88,25.59,0.333,MEDIUM,0
CH0003550,504451704,548056,MASTERCARD,CREDIT,USA,2018-10-21,185.93,12.21,0.155,LOW,0
CH0003551,651798476,477394,VISA,DEBIT,IND,2025-01-26,61.19,80.85,0.135,LOW,0
CH0003552,412908166,519127,MASTERCARD,CREDIT,GBR,2019-02-08,128.12,26.35,0.328,LOW,0
CH0003553,934901561,535017,MASTERCARD,DEBIT,GBR,2023-01-24,73.46,72.4,0.229,MEDIUM,0
CH0003554,644623268,485858,VISA,DEBIT,IND,2023-09-06,16.13,18.66,0.182,MEDIUM,0
CH0003555,338116849,535660,MASTERCARD,CREDIT,GBR,2018-05-31,13.98,44.63,0.43,LOW,0
CH0003556,332937044,548056,MASTERCARD,CREDIT,AUS,2021-07-11,32.22,19.34,0.117,HIGH,0
CH0003557,135604187,532518,MASTERCARD,DEBIT,USA,2019-10-07,18.9,80.76,0.432,MEDIUM,0
CH0003558,950299607,497561,VISA,DEBIT,USA,2024-03-17,82.87,53.12,0.242,MEDIUM,0
CH0003559,783511173,443301,VISA,DEBIT,GBR,2020-01-07,42.95,45.14,0.348,LOW,0
CH0003560,402063694,549302,MASTERCARD,CREDIT,FRA,2022-08-31,93.72,17.55,0.526,LOW,0
CH0003561,346515551,477394,VISA,PREPAID,DEU,2020-04-27,94.87,85.11,0.164,LOW,0
CH0003562,842069064,545873,MASTERCARD,CREDIT,GBR,2020-09-15,115.82,92.09,0.435,LOW,0
CH0003563,129528999,485858,VISA,CREDIT,IND,2024-10-17,31.67,21.59,0.304,LOW,0
CH0003564,351419330,535660,MASTERCARD,DEBIT,CAN,2019-03-23,100.74,29.87,0.306,LOW,0
CH0003565,345659975,532518,MASTERCARD,DEBIT,GBR,2023-03-12,31.05,47.28,0.138,LOW,0
CH0003566,273647562,465456,VISA,PREPAID,USA,2022-09-04,117.81,8.3,0.392,LOW,0
CH0003567,982195601,409417,VISA,CREDIT,AUS,2019-09-28,177.35,53.92,0.379,LOW,0
CH0003568,405106965,516405,MASTERCARD,DEBIT,USA,2019-03-18,118.93,50.11,0.18,LOW,0
CH0003569,407518238,443887,VISA,CREDIT,DEU,2019-01-31,57.88,19.34,0.421,LOW,0
CH0003570,395131494,548056,MASTERCARD,CREDIT,GBR,2022-01-24,104.94,7.28,0.353,LOW,0
CH0003571,394270195,535660,MASTERCARD,DEBIT,DEU,2022-10-10,19.56,33.11,0.226,HIGH,0
CH0003572,180758149,420146,VISA,DEBIT,ESP,2019-08-07,16.33,13.73,0.437,LOW,0
CH0003573,643848170,532518,MASTERCARD,CREDIT,GBR,2023-05-22,96.88,10.45,0.2,MEDIUM,0
CH0003574,122684452,546786,MASTERCARD,DEBIT,USA,2020-10-16,189.84,33.87,0.448,LOW,0
CH0003575,303356808,549302,MASTERCARD,DEBIT,IND,2023-07-19,24.9,59.79,0.091,LOW,0
CH0003576,281902869,443887,VISA,CREDIT,DEU,2023-09-20,67.5,23.78,0.281,MEDIUM,0
CH0003577,362340048,408925,VISA,PREPAID,GBR,2021-06-08,94.74,55.21,0.203,MEDIUM,0
CH0003578,780984483,477394,VISA,DEBIT,GBR,2019-04-17,40.79,40.39,0.19,MEDIUM,0
CH0003579,639547277,528539,MASTERCARD,DEBIT,CAN,2023-03-04,50.83,11.89,0.159,LOW,1
CH0003580,991728787,528539,MASTERCARD,DEBIT,USA,2020-03-25,108.92,19.44,0.085,LOW,0
CH0003581,935673556,532518,MASTERCARD,DEBIT,USA,2024-12-30,72.72,51.81,0.139,MEDIUM,0
CH0003582,140421960,443301,VISA,PREPAID,USA,2020-06-03,72.97,19.35,0.134,LOW,0
CH0003583,553797419,546786,MASTERCARD,CREDIT,ESP,2022-07-01,30.39,44.32,0.292,LOW,0
CH0003584,818963639,532518,MASTERCARD,DEBIT,GBR,2024-08-20,65.05,21.2,0.059,MEDIUM,0
CH0003585,578641469,535660,MASTERCARD,CREDIT,FRA,2021-05-25,48.51,41.79,0.714,LOW,0
CH0003586,939979205,465456,VISA,DEBIT,USA,2023-07-12,50.63,35.07,0.134,LOW,0
CH0003587,383123411,528539,MASTERCARD,CREDIT,DEU,2020-11-08,43.24,23.36,0.472,MEDIUM,0
CH0003588,129999482,443887,VISA,PREPAID,GBR,2024-11-07,65.25,41.09,0.035,LOW,0
CH0003589,796545493,443301,VISA,DEBIT,IND,2022-10-28,33.29,7.42,0.116,LOW,0
CH0003590,161203641,528539,MASTERCARD,DEBIT,AUS,2023-07-20,67.33,14.13,0.353,LOW,0
CH0003591,788281018,497561,VISA,PREPAID,CAN,2023-01-08,49.8,20.53,0.509,LOW,0
CH0003592,760075551,420146,VISA,DEBIT,GBR,2025-02-02,31.64,54.8,0.427,MEDIUM,0
CH0003593,859845120,548056,MASTERCARD,DEBIT,USA,2023-03-23,14.03,11.38,0.517,LOW,0
CH0003594,905954118,556337,MASTERCARD,DEBIT,GBR,2024-07-18,142.31,26.55,0.154,MEDIUM,0
CH0003595,252848502,465456,VISA,DEBIT,GBR,2020-12-05,121.15,32.8,0.367,HIGH,0
CH0003596,490914322,551986,MASTERCARD,CREDIT,IND,2022-01-14,35.03,31.45,0.492,LOW,0
CH0003597,209650961,420146,VISA,DEBIT,FRA,2023-03-24,115.05,25.56,0.427,LOW,0
CH0003598,790188010,465456,VISA,DEBIT,IND,2020-12-22,29.38,18.68,0.516,MEDIUM,0
CH0003599,742845066,452647,VISA,DEBIT,GBR,2018-12-11,52.16,23.38,0.211,LOW,0
CH0003600,825758854,548056,MASTERCARD,CREDIT,GBR,2021-06-24,43.63,48.66,0.149,LOW,0
CH0003601,787908863,443301,VISA,PREPAID,GBR,2023-03-29,53.41,17.94,0.186,LOW,0
CH0003602,377613659,409417,VISA,CREDIT,GBR,2022-06-02,111.83,7.42,0.339,HIGH,0
CH0003603,161259812,549302,MASTERCARD,CREDIT,AUS,2019-10-18,48.35,35.86,0.17,LOW,0
CH0003604,936318018,548056,MASTERCARD,CREDIT,GBR,2024-06-21,50.82,66.52,0.184,LOW,0
CH0003605,543536405,516405,MASTERCARD,DEBIT,GBR,2022-12-25,120.85,14.43,0.146,LOW,0
CH0003606,184907352,535017,MASTERCARD,DEBIT,IND,2021-12-20,70.06,61.34,0.195,LOW,0
CH0003607,934358005,409417,VISA,DEBIT,GBR,2020-11-07,41.54,37.05,0.462,LOW,0
CH0003608,500948004,452647,VISA,DEBIT,USA,2021-03-30,80.84,13.55,0.167,LOW,1
CH0003609,793081645,497561,VISA,PREPAID,USA,2020-06-01,147.54,17.77,0.397,LOW,0
CH0003610,132668224,548056,MASTERCARD,DEBIT,GBR,2018-10-15,155.2,17.31,0.165,LOW,0
CH0003611,183943814,465456,VISA,CREDIT,USA,2023-12-19,23.11,30.01,0.449,MEDIUM,0
CH0003612,348909530,469736,VISA,DEBIT,USA,2021-11-25,24.06,24.32,0.266,LOW,2
CH0003613,690606682,443301,VISA,DEBIT,IND,2022-07-29,148.3,52.63,0.3,LOW,0
CH0003614,130761469,409417,VISA,DEBIT,GBR,2024-07-19,52.98,45.13,0.76,LOW,0
CH0003615,701893796,556337,MASTERCARD,DEBIT,GBR,2024-04-12,11.47,10.73,0.576,LOW,0
CH0003616,793168253,548056,MASTERCARD,DEBIT,IND,2020-11-22,37.19,11.57,0.269,LOW,0
CH0003617,765291441,452647,VISA,CREDIT,GBR,2021-09-09,46.94,39.2,0.061,LOW,0
CH0003618,819300628,548056,MASTERCARD,DEBIT,GBR,2023-03-01,51.93,19.9,0.195,LOW,0
CH0003619,871174351,535660,MASTERCARD,CREDIT,GBR,2018-12-29,122.97,24.41,0.352,LOW,0
CH0003620,413224034,452647,VISA,PREPAID,GBR,2023-01-15,31.71,37.64,0.695,HIGH,0
CH0003621,776766620,452647,VISA,DEBIT,GBR,2021-02-10,140.95,45.38,0.333,LOW,0
CH0003622,348331457,535660,MASTERCARD,PREPAID,ESP,2018-06-17,83.77,12.94,0.383,LOW,0
CH0003623,980968456,477394,VISA,DEBIT,USA,2020-05-25,23.83,7.15,0.227,LOW,0
CH0003624,472759768,546786,MASTERCARD,DEBIT,USA,2020-03-21,51.65,25.33,0.496,LOW,0
CH0003625,138212157,548056,MASTERCARD,DEBIT,GBR,2023-03-25,99.06,16.23,0.687,MEDIUM,0
CH0003626,693307664,551986,MASTERCARD,CREDIT,GBR,2018-12-16,68.83,28.21,0.419,MEDIUM,0
CH0003627,503394478,556337,MASTERCARD,CREDIT,CAN,2021-12-24,90.3,25.71,0.056,LOW,0
CH0003628,516341953,532518,MASTERCARD,CREDIT,IND,2023-02-09,41.68,15.1,0.218,LOW,0
CH0003629,453461510,546786,MASTERCARD,PREPAID,ESP,2020-02-20,103.94,94.83,0.29,MEDIUM,0
CH0003630,865431806,443301,VISA,DEBIT,GBR,2021-07-23,48.48,27.39,0.215,LOW,0
CH0003631,482592368,545873,MASTERCARD,CREDIT,GBR,2024-04-04,511.29,19.22,0.369,LOW,0
CH0003632,143448279,535017,MASTERCARD,CREDIT,IND,2025-01-04,23.21,28.81,0.116,MEDIUM,0
CH0003633,891470559,519127,MASTERCARD,DEBIT,GBR,2024-04-28,577.3,37.26,0.5,LOW,1
CH0003634,266598657,532518,MASTERCARD,DEBIT,GBR,2024-01-26,31.16,18.55,0.33,MEDIUM,0
CH0003635,343306873,443301,VISA,DEBIT,GBR,2023-08-18,184.38,109.09,0.245,MEDIUM,0
CH0003636,904368814,516405,MASTERCARD,DEBIT,GBR,2022-10-23,129.28,10.87,0.567,LOW,0
CH0003637,925078964,528539,MASTERCARD,CREDIT,AUS,2023-07-19,32.21,11.34,0.411,MEDIUM,0
CH0003638,483373867,535660,MASTERCARD,DEBIT,AUS,2019-01-15,107.72,10.39,0.118,HIGH,0
CH0003639,781275410,535660,MASTERCARD,DEBIT,IND,2018-08-21,44.85,27.18,0.122,LOW,0
CH0003640,766351742,546786,MASTERCARD,CREDIT,USA,2018-07-28,83.09,36.01,0.486,MEDIUM,0
CH0003641,552260843,549302,MASTERCARD,CREDIT,CAN,2024-01-28,75.06,22.24,0.419,LOW,0
CH0003642,475968957,469736,VISA,PREPAID,IND,2021-07-14,50.43,35.94,0.155,LOW,0
CH0003643,520953729,465456,VISA,CREDIT,CAN,2024-06-08,47.18,35.66,0.405,LOW,0
CH0003644,331635081,532518,MASTERCARD,CREDIT,USA,2020-05-08,87.59,21.84,0.622,LOW,0
CH0003645,437022639,519127,MASTERCARD,DEBIT,FRA,2024-03-19,32.36,35.04,0.117,MEDIUM,0
CH0003646,552411391,535017,MASTERCARD,CREDIT,GBR,2023-03-09,33.35,24.1,0.299,LOW,0
CH0003647,144731744,420146,VISA,DEBIT,USA,2023-10-10,143.16,21.21,0.457,MEDIUM,0
CH0003648,236621559,465456,VISA,DEBIT,CAN,2021-11-23,93.94,20.1,0.287,LOW,0
CH0003649,790104855,408594,VISA,PREPAID,DEU,2022-08-27,23.45,31.18,0.325,LOW,0
CH0003650,416736948,535017,MASTERCARD,CREDIT,FRA,2021-06-28,29.89,56.3,0.396,LOW,0
CH0003651,647546426,549302,MASTERCARD,CREDIT,USA,2023-10-25,12.07,13.16,0.133,LOW,0
CH0003652,609211196,556337,MASTERCARD,DEBIT,IND,2021-09-16,138.07,20.32,0.248,MEDIUM,0
CH0003653,596096465,420146,VISA,CREDIT,GBR,2024-07-21,115.68,29.89,0.732,LOW,0
CH0003654,472067419,548056,MASTERCARD,DEBIT,IND,2024-11-13,27.91,77.8,0.073,LOW,0
CH0003655,534983526,551986,MASTERCARD,DEBIT,GBR,2024-03-22,112.14,35.13,0.348,LOW,0
CH0003656,968544803,485858,VISA,DEBIT,USA,2023-05-06,326.49,16.65,0.339,LOW,0
CH0003657,331049584,556337,MASTERCARD,DEBIT,DEU,2019-10-22,19.46,15.57,0.268,MEDIUM,0
CH0003658,972794419,545873,MASTERCARD,DEBIT,CAN,2022-11-29,40.77,48.96,0.217,LOW,0
CH0003659,106825867,408925,VISA,CREDIT,USA,2021-08-18,19.13,22.46,0.148,LOW,0
CH0003660,806249817,408925,VISA,DEBIT,GBR,2020-07-23,142.43,12.95,0.501,LOW,0
CH0003661,547138834,528539,MASTERCARD,CREDIT,USA,2020-02-07,61.75,49.81,0.225,LOW,0
CH0003662,970833722,549302,MASTERCARD,PREPAID,GBR,2021-03-13,48.5,32.62,0.043,LOW,0
CH0003663,854322898,551986,MASTERCARD,DEBIT,GBR,2023-12-14,79.99,13.24,0.282,LOW,0
CH0003664,933921971,551986,MASTERCARD,CREDIT,DEU,2020-08-30,42.71,12.13,0.572,LOW,0
CH0003665,573814080,452647,VISA,DEBIT,USA,2023-01-31,48.36,7.38,0.315,LOW,1
CH0003666,602508256,532518,MASTERCARD,PREPAID,GBR,2021-02-23,83.08,18.66,0.166,LOW,0
CH0003667,252980668,519127,MASTERCARD,DEBIT,IND,2018-07-03,40.93,32.55,0.201,MEDIUM,0
CH0003668,304057207,443301,VISA,DEBIT,GBR,2024-08-27,45.82,48.25,0.252,LOW,0
CH0003669,836404616,551986,MASTERCARD,DEBIT,USA,2024-07-26,58.84,34.99,0.234,LOW,0
CH0003670,372996235,469736,VISA,PREPAID,GBR,2023-06-16,71.74,12.39,0.208,LOW,2
CH0003671,625745933,469736,VISA,DEBIT,GBR,2022-03-07,107.91,22.87,0.3,LOW,0
CH0003672,384880377,409417,VISA,CREDIT,USA,2021-11-28,106.33,63.92,0.363,LOW,0
CH0003673,337104382,535017,MASTERCARD,DEBIT,IND,2023-02-23,20.09,19.94,0.462,LOW,0
CH0003674,249418412,408925,VISA,CREDIT,USA,2019-01-20,205.69,43.01,0.175,MEDIUM,0
CH0003675,936639073,452647,VISA,DEBIT,AUS,2025-02-05,69.92,39.93,0.393,LOW,0
CH0003676,203667447,535660,MASTERCARD,DEBIT,DEU,2021-06-20,51.15,42.77,0.135,MEDIUM,0
CH0003677,417925565,465456,VISA,DEBIT,CAN,2021-05-31,32.37,35.12,0.326,LOW,0
CH0003678,607476162,532518,MASTERCARD,DEBIT,FRA,2019-12-11,327.45,42.69,0.243,MEDIUM,0
CH0003679,748936498,519127,MASTERCARD,CREDIT,DEU,2021-06-06,440.49,11.15,0.17,LOW,0
CH0003680,334207028,465456,VISA,CREDIT,AUS,2024-03-26,296.77,67.3,0.041,LOW,0
CH0003681,152963683,443887,VISA,DEBIT,GBR,2022-12-25,73.49,9.17,0.201,MEDIUM,0
CH0003682,403241394,556337,MASTERCARD,DEBIT,GBR,2023-12-25,87.82,32.69,0.173,LOW,0
CH0003683,638070429,443301,VISA,DEBIT,IND,2021-12-15,219.82,26.34,0.498,LOW,0
CH0003684,262575159,477394,VISA,CREDIT,AUS,2018-12-18,55.0,18.63,0.176,LOW,0
CH0003685,111023936,519127,MASTERCARD,CREDIT,AUS,2022-07-01,102.83,15.1,0.552,LOW,0
CH0003686,160774582,528539,MASTERCARD,PREPAID,IND,2022-09-07,79.98,37.71,0.404,LOW,0
CH0003687,557952661,549302,MASTERCARD,PREPAID,AUS,2022-01-04,309.52,43.85,0.353,HIGH,0
CH0003688,561018673,548056,MASTERCARD,DEBIT,IND,2024-01-10,210.41,25.49,0.224,LOW,0
CH0003689,365396061,519127,MASTERCARD,DEBIT,IND,2019-06-01,59.72,22.79,0.281,LOW,0
CH0003690,162830900,549302,MASTERCARD,PREPAID,GBR,2020-08-26,225.89,58.49,0.2,LOW,0
CH0003691,696632005,549302,MASTERCARD,DEBIT,USA,2020-04-27,66.48,21.05,0.458,MEDIUM,0
CH0003692,441123725,535017,MASTERCARD,DEBIT,GBR,2022-10-13,43.09,26.44,0.297,HIGH,1
CH0003693,206809630,549302,MASTERCARD,DEBIT,GBR,2023-04-03,53.08,23.99,0.122,LOW,0
CH0003694,943346286,546786,MASTERCARD,CREDIT,USA,2021-12-11,75.03,119.4,0.302,LOW,0
CH0003695,335113238,409417,VISA,CREDIT,GBR,2023-07-13,35.59,16.38,0.132,HIGH,0
CH0003696,905255722,546786,MASTERCARD,PREPAID,DEU,2025-01-02,44.08,44.65,0.589,MEDIUM,0
CH0003697,332868974,546786,MASTERCARD,DEBIT,USA,2020-03-30,21.02,9.78,0.393,LOW,0
CH0003698,267376977,420146,VISA,DEBIT,IND,2019-05-03,34.54,15.26,0.137,LOW,0
CH0003699,334578170,452647,VISA,DEBIT,GBR,2023-08-19,80.45,22.52,0.13,LOW,0
CH0003700,390939295,532518,MASTERCARD,CREDIT,AUS,2020-11-28,153.5,25.06,0.228,LOW,0
CH0003701,628871476,409417,VISA,DEBIT,USA,2019-01-05,138.55,23.0,0.176,MEDIUM,0
CH0003702,400103577,408925,VISA,PREPAID,USA,2020-02-22,94.05,25.54,0.517,LOW,0
CH0003703,746256102,408594,VISA,CREDIT,IND,2019-07-08,19.62,17.93,0.085,LOW,0
CH0003704,541890684,485858,VISA,CREDIT,USA,2019-02-13,33.49,58.71,0.208,MEDIUM,0
CH0003705,523895227,532518,MASTERCARD,CREDIT,USA,2023-06-11,56.94,14.88,0.165,HIGH,0
